newpoint	0	1	0	0	13473.0	20359.0	298.0	13308	20551
newpoint	1	1	5	0	13600.0	13767.0	31.53125	13412	13762
newpoint	2	1	2	0	13844.0	18704.0	132.0	13727	18777
newpoint	3	1	1	0	13484.0	11690.0	298.0	13184	11622
newpoint	4	1	1	0	10828.0	4765.0	298.0	10923	4731
point	4	2	1	1	11108.687364923207	4664.958197982564	298.0	11141	4654
point	3	2	1	1	13193.37239206664	11624.124408868438	298.0	13184	11622
point	2	2	2	1	13732.010483040965	18773.87380117957	132.0	13727	18777
point	1	2	5	1	13568.479895644423	13766.161699352246	31.53125	13412	13762
point	0	2	0	1	13402.073189851548	20588.087847509818	672.0	14003	20825
newpoint	5	1	1	1	4994.0	18271.0	298.0	4982	18307
newpoint	6	1	0	1	6300.0	18701.0	298.0	6675	18756
newpoint	7	1	1	1	10056.0	17840.0	504.5	10254	17860
newpoint	8	1	1	1	12985.0	20344.0	298.0	13015	20306
newpoint	9	1	1	1	16282.0	19734.0	298.0	16088	19623
point	9	2	1	2	16023.156964680118	19586.338745415298	298.00000000000006	15828	19476
point	8	2	1	2	13338.032712022594	20562.8402346679	504.5	14003	20825
point	7	2	1	2	10558.15043159783	17888.603488865	504.5	10573	17890
point	6	2	0	2	6594.845644456544	18744.244027853627	298.0	6675	18756
point	5	2	1	2	5006.731439829482	18553.69576269392	298.0	5041	18619
point	4	3	1	2	11375.826393781314	4547.840589622961	298.0	11589	4498
point	3	3	1	2	12964.670742658702	11470.970067514427	448.0	12800	11456
point	2	3	2	2	13761.523325383541	18888.415520393384	132.0	13853	19105
point	1	3	5	2	13536.959791288846	13765.323398704491	31.53125	13412	13762
point	0	3	0	2	14027.060310660776	20835.00738585006	672.0	14342	20966
newpoint	10	1	0	2	6137.0	19837.0	298.0	5913	19869
newpoint	11	1	0	2	19598.0	13092.0	132.0	19497	12836
newpoint	12	1	2	2	12631.0	7421.0	198.0	12476	7426
newpoint	13	1	0	2	12484.0	19594.0	298.0	12393	19662
newpoint	14	1	0	2	20531.0	11652.0	672.0	20405	11671
point	14	2	0	3	19876.487008342687	11755.279276846471	672.0	19839	11744
point	13	2	0	3	12202.687619085977	19292.27855166182	672.0	12201	19289
point	12	2	2	3	12478.398450045983	7468.852307488214	197.99999999999997	12491	7694
point	11	2	0	3	19549.55585941396	12969.210891187859	132.0	19497	12836
point	10	2	0	3	5903.003770527242	19797.974159009347	298.0	5894	19734
point	9	3	1	3	15786.753497001813	19537.210563810095	298.0	15609	19801
point	8	3	1	3	13807.37487971182	20747.87585185761	504.5	14003	20825
point	7	3	1	3	10932.500795349735	18029.996818601063	448.0	10929	18044
point	6	3	0	3	6889.5976792822885	18788.11982618325	298.0	7136	18825
point	5	3	1	3	5146.932269507866	18816.652041814737	298.0	5169	18858
point	4	4	1	3	11665.811592848135	4479.20567409035	298.0	11683	4475
point	3	4	1	3	12522.24504025928	11498.095831359838	448.0	12463	11501
point	2	4	2	3	13812.881878379008	19010.014447338534	132.0	13853	19105
point	1	4	5	3	13505.439686933269	13764.485098056735	31.53125	13412	13762
point	0	4	0	3	14648.241121072475	21091.340696521744	672.0	14691	21108
newpoint	15	1	0	3	11144.0	17934.0	88.0	11126	17844
newpoint	16	1	0	3	14144.0	22678.0	198.0	14271	22741
newpoint	17	1	0	3	13845.0	27274.0	298.0	13759	27082
newpoint	18	1	0	3	7406.0	19654.0	298.0	7460	19762
newpoint	19	1	1	3	15372.0	19670.0	298.0	15343	19653
point	19	2	1	4	15104.585418937386	19539.9816467198	298.0	14924	19427
point	18	2	0	4	7331.033083041488	19883.597378846596	298.0	7250	19960
point	17	2	0	4	13840.91205330511	27050.894156972743	298.0	13996	26992
point	16	2	0	4	14315.280983667237	22668.875670542002	298.0	14535	22311
point	15	2	0	4	11126.741780107839	17847.708900539197	88.0	11126	17844
point	14	3	0	4	19217.453607070747	11686.221845399134	672.0	18982	11720
point	13	3	0	4	12218.638150088284	18883.383544391927	448.0	12255	18826
point	12	3	2	4	12489.463222078939	7666.542901143701	197.99999999999997	12491	7694
point	11	3	0	4	19501.11171882792	12846.421782375717	132.0	19497	12836
point	10	3	0	4	5874.9448018378225	19501.761932782705	298.0	5872	19289
