newpoint	210	1	1	0	17381.0	26074.0	132.0	17152	26005
newpoint	211	1	3	0	12991.0	5748.0	126.125	13394	5841
newpoint	212	1	1	0	13242.0	16569.0	132.0	13087	16349
newpoint	213	1	3	0	19439.0	22792.0	126.12500000000001	18373	21756
newpoint	214	1	1	0	14883.0	18948.0	298.0	14888	18909
point	214	2	1	1	14701.25169557917	18743.283695368325	504.5	14599	18787
point	213	2	3	1	19348.552525867588	22704.097951968874	126.12500000000001	18373	21756
point	212	2	1	1	13165.974133718819	16461.09231882671	132.0	13087	16349
point	211	2	3	1	13113.895089556983	5776.360405282381	126.125	13394	5841
point	210	2	1	1	17254.612592158282	26035.91820462411	132.0	17152	26005
newpoint	215	1	0	1	17275.0	22171.0	298.0	17202	22077
newpoint	216	1	0	1	13320.0	14972.0	298.0	13206	14968
newpoint	217	1	0	1	10594.0	7110.0	448.0	11042	7561
newpoint	218	1	0	1	14391.0	28368.0	298.0	14220	28470
newpoint	219	1	0	1	10939.0	18087.0	448.0	10929	18044
point	219	2	0	2	11113.589634662301	17705.119248269784	448.0	11306	17613
point	218	2	0	2	14178.467890693188	28380.254892845303	298.0	14099	28206
point	217	2	0	2	10909.724959339437	7427.83918897787	448.0	11042	7561
point	216	2	0	2	13028.28884422161	14920.57707921644	298.0	12850	14873
point	215	2	0	2	17030.59099293363	22025.483631756008	298.0	17019	22022
point	214	3	1	2	14237.268921846411	18941.375131838275	504.5	14203	18956
point	213	3	3	2	19258.105051735172	22616.195903937747	126.12500000000001	18373	21756
point	212	3	1	2	13089.94826743764	16353.184637653423	132.0	13087	16349
point	211	3	3	2	13236.790179113968	5804.720810564761	126.125	13394	5841
point	210	3	1	2	17155.470050704716	25980.413059536677	132.0	17269	25176
newpoint	220	1	1	2	3875.0	14083.0	298.0	3890	14195
newpoint	221	1	0	2	5657.0	16009.0	298.0	5503	15933
newpoint	222	1	1	2	14366.0	15437.0	298.0	14366	15322
newpoint	223	1	0	2	4634.0	17805.0	672.0	4744	17794
newpoint	224	1	0	2	6049.0	14978.0	672.0	6155	15151
point	224	2	0	3	6484.589600957987	15483.280290197394	672.0	6584	15570
point	223	2	0	3	5303.923851284557	17820.23314661561	672.0	5368	17826
point	222	2	1	3	14547.377142178446	15346.316952290459	298.0	14590	15352
point	221	2	0	3	5388.907173171116	15879.145953270658	298.0	5241	15822
point	220	2	1	3	3919.0169083859005	14374.770045951755	298.0	3919	14375
point	219	3	0	3	11517.591445391818	17511.504916438073	448.0	11552	17495
point	218	3	0	3	13940.585779405654	28226.62585512874	448.0	13856	28234
point	217	3	0	3	11220.716024193625	7750.2631993919385	448.0	11347	7884
point	216	3	0	3	12766.908429608546	14913.314603366425	298.0	12683	14864
point	215	3	0	3	16825.86440744248	21835.334973686553	298.0	17301	21374
point	214	4	1	3	13772.951406497963	19138.678981412442	504.5	13689	19174
point	213	4	3	3	19167.65757760276	22528.29385590662	126.12500000000001	18373	21756
point	212	4	1	3	12678.284682949541	16588.97779511193	504.5	12608	16620
point	211	4	3	3	13359.685268670952	5833.081215847143	126.125	13394	5841
point	210	4	1	3	17173.916911428594	25849.708379706786	132.0	17269	25176
newpoint	225	1	4	3	5684.0	20115.0	63.0625	5651	20112
newpoint	226	1	2	3	11488.0	10913.0	252.25	11463	10864
newpoint	227	1	5	3	12557.0	11325.0	31.53125	12565	11496
newpoint	228	1	0	3	2652.0	17498.0	298.0	2882	17574
newpoint	229	1	1	3	13241.0	18684.0	504.50000000000006	13312	18813
point	229	2	1	4	13434.119225111224	19148.117072642402	504.50000000000006	13437	19159
point	228	2	0	4	2936.299019031065	17586.718689142413	298.0	2993	17600
point	227	2	5	4	12558.473534512106	11356.496800196275	31.53125	12565	11496
point	226	2	2	4	11350.200425641482	10702.205045071869	252.25	11321	10661
point	225	2	4	4	5654.3048198935685	20082.256620957887	63.0625	5657	20058
point	224	3	0	4	6997.029934602559	15917.984614944287	672.0	7073	15982
point	223	3	0	4	5969.449265149893	17828.088884974124	672.0	6024	17849
point	222	3	1	4	14646.58748180616	15600.641965511912	298.0	14656	15642
point	221	3	0	4	5108.578148701046	15778.328963933323	298.0	4959	15729
point	220	3	1	4	3818.8745239070927	14648.872238661137	298.0	3827	14696
point	219	4	0	4	11723.90843258644	17223.73109099864	448.0	11748	17084
point	218	4	0	4	13494.585179811744	28268.87188368053	447.99999999999994	13402	28278
point	217	4	0	4	11583.363317595271	8001.725291973588	448.00000000000006	11629	8025
point	216	4	0	4	12524.492742844424	14751.398957925194	672.0	12490	14834
point	215	4	0	4	17039.664328803075	21627.745008548052	298.0	17301	21374
point	214	5	1	4	13422.624142001288	19104.691203115977	504.50000000000006	13410	19057
point	213	5	3	4	19077.210103470345	22440.391807875494	126.12500000000001	18373	21756
point	212	5	1	4	12204.320513400846	16719.422138497066	504.5	12094	16784
point	211	5	3	4	13393.269248577526	5931.905476955742	126.125	13389	6463
point	210	5	1	4	17192.363772152476	25719.0036998769	132.0	17269	25176
newpoint	230	1	1	4	9240.0	10454.0	298.0	9291	10506
newpoint	231	1	0	4	12676.0	17528.0	448.0	12767	17556
newpoint	232	1	0	4	12539.0	27475.0	298.0	12671	27497
newpoint	233	1	3	4	10616.0	13709.0	126.125	10572	13720
newpoint	234	1	0	4	13550.0	24921.0	298.0	13469	25173
point	234	2	0	5	13418.943651929954	25172.07790937766	448.0	13089	25166
point	233	2	3	5	10545.359362539575	13792.349859109663	126.125	10481	13852
point	232	2	0	5	12744.535455992005	27351.30647967305	298.0	12869	26906
point	231	2	0	5	12708.331513362666	17783.21608807849	298.0	12649	18013
point	230	2	1	5	9414.055262293454	10694.564140741213	298.0	9485	10803
point	229	3	1	5	13814.357420618402	19121.258158398356	504.5	13853	19105
point	228	3	0	5	3070.372216994933	17788.23577575188	298.0	3076	17817
point	227	3	5	5	12559.947069024212	11387.993600392552	31.53125	12565	11496
point	226	3	2	5	11157.078859393829	10778.608848092903	252.25	11052	10854
point	225	3	4	5	5651.657810427105	20019.71430806092	63.0625	5651	20015
point	224	4	0	5	7514.20526567475	16347.029447252728	672.0	7589	16407
point	223	4	0	5	6624.095770986274	17936.749878476618	672.0	6772	17941
point	222	4	1	5	14877.786533764996	15642.45272145547	504.5	14940	15596
point	221	4	0	5	4889.092482285022	15617.07434570498	298.0	4868	15572
point	220	4	1	5	3959.0103883941374	14908.512831659827	298.0	4051	15057
point	219	5	0	5	11883.305506440158	16823.94886401463	448.0	11892	16818
point	218	5	0	5	13048.556954392732	28310.84514444928	448.0	12865	28328
point	217	5	0	5	12000.185510423375	8163.224179854019	448.0	12023	8169
point	216	5	0	5	12250.208578617367	15364.834719541197	672.0	12242	15383
point	215	5	0	5	17253.464250163666	21420.15504340955	298.0	17301	21374
point	214	6	1	5	13210.65944390796	18650.87306630767	504.5	13143	18577
point	213	6	3	5	18986.762629337933	22352.48975984437	126.12500000000001	18373	21756
point	212	6	1	5	11805.677155719659	16904.809591177895	448.0	11773	17015
point	211	6	3	5	13392.2554147739	6058.0264021268595	126.125	13389	6463
point	210	6	1	5	17210.810632876357	25588.29902004701	132.0	17269	25176
newpoint	235	1	1	5	20899.0	17253.0	132.0	21029	17718
newpoint	236	1	1	5	11762.0	27996.0	198.00000000000003	11860	27952
newpoint	237	1	0	5	13014.0	26218.0	298.0	13059	26304
newpoint	238	1	5	5	10162.0	12317.0	31.531249999999996	10087	12362
newpoint	239	1	0	5	12914.0	15359.0	298.0	12839	15328
point	239	2	0	6	12635.567669405013	15252.93861081313	298.0	12596	15239
point	238	2	5	6	10134.962176186127	12333.222694288324	31.531249999999996	10087	12362
point	237	2	0	6	13044.411090204894	26449.132265139277	298.0	13011	26466
point	236	2	1	6	11726.77600339041	27923.10804892804	298.0	11694	27916
point	235	2	1	6	20934.54044480811	17380.125437198232	132.0	21029	17718
point	234	3	0	6	12971.00646378243	25164.742949482606	448.0	12779	25162
point	233	3	3	6	10452.447997070403	13877.638533242904	126.12500000000001	10432	13896
point	232	3	0	6	12824.752924137434	27064.306204752735	298.0	12869	26906
point	231	3	0	6	12571.886347856955	18061.735828154404	448.0	12524	18092
point	230	3	1	6	9336.369681998216	10882.198763049593	298.0	9097	11009
point	229	4	1	6	14278.585249900549	18923.742658502037	504.5	14599	18787
point	228	4	0	6	3676.0560765834484	17900.65330143953	672.0	3892	17932
point	227	4	5	6	12561.420603536319	11419.490400588827	31.53125	12565	11496
point	226	4	2	6	11110.794547332385	10961.950644282411	252.25	11235	11190
point	225	4	4	6	5634.983066103638	19958.940731362734	63.0625	5619	19903
point	224	5	0	6	8035.669512555964	16770.886471973023	672.0	8124	16842
point	223	5	0	6	7291.768775793444	18000.85419720771	672.0	7474	18015
