0	0	3	0.0	14604	21671	17.0	14640	21330
0	1	1	0.0	11394	16124	74.0	11657	16054
0	2	0	0.0	8320	7666	74.0	8369	7600
0	3	0	0.0	21103	13884	32.0	20958	13647
0	4	0	0.0	9193	17113	74.0	9217	17255
0	5	0	0.0	16267	22467	5.0	16389	22340
0	6	0	0.0	8147	8284	74.0	8276	8383
0	7	0	0.0	9706	9398	74.0	9746	9581
0	8	0	0.0	8637	7911	74.0	8550	8025
0	9	0	0.0	6856	19299	74.0	7002	19235
0	10	2	0.0	7556	21079	63.0	7609	21038
0	11	0	0.0	12104	15728	168.0	12242	15383
0	12	0	0.0	9131	21651	49.00000000000001	9142	21658
0	13	0	0.0	8171	7758	74.0	8224	7745
0	14	3	0.0	15505	22935	7.000000000000001	15366	22883
0	15	0	0.0	13794	8329	74.0	13702	8319
0	16	5	0.0	8471	20473	7.875	8498	20393
0	17	0	0.0	9381	21362	11.0	9248	21392
0	18	4	0.0	10391	21541	11.0	10380	21395
0	19	0	0.0	5365	17380	74.0	5503	17405
0	20	0	0.0	15972	14104	26.000000000000004	15104	14020
0	21	1	0.0	14882	8883	49.0	15046	8917
0	22	0	0.0	15247	13078	74.0	15348	13129
0	23	1	0.0	9137	9983	74.0	9088	10040
0	24	3	0.0	6165	13347	31.5	6171	13357
0	25	0	0.0	11979	23595	74.0	11877	23837
0	26	2	0.0	9622	7164	63.0	9748	7199
0	27	0	0.0	16605	17860	32.0	16507	17914
0	28	0	0.0	10359	16072	74.0	10376	16086
0	29	2	0.0	18917	21011	32.0	18820	20992
0	30	1	0.0	19573	16279	32.0	19670	16211
0	31	1	0.0	13003	17865	112.0	13025	17864
0	32	1	0.0	12300	13358	74.0	12374	13410
0	33	2	0.0	17804	7816	63.0	16608	6192
0	34	0	0.0	7289	12326	112.0	7293	12316
0	35	0	0.0	18510	11773	26.0	18442	11763
0	36	0	0.0	8124	16842	168.0	8174	16883
0	37	1	0.0	8278	15697	74.0	8356	15765
0	38	1	0.0	16605	17860	32.0	16507	17914
0	39	0	0.0	8439	15887	74.0	8537	15974
0	40	2	0.0	12401	19075	11.0	12384	19105
0	41	0	0.0	10641	18735	17.0	10606	18731
0	42	0	0.0	15769	13537	11.0	15639	13648
0	43	0	0.0	11940	24890	74.0	11919	25149
0	44	2	0.0	8259	12449	63.0	8386	12660
0	45	2	0.0	16543	21236	11.0	16710	21071
0	46	0	0.0	8053	16026	74.0	7824	16304
0	47	1	0.0	6087	16967	74.0	6074	17004
0	48	0	0.0	17720	18272	32.0	17739	18383
0	49	5	0.0	7701	22521	7.875	7717	22495
0	50	1	0.0	19018	10441	5.0	18518	10631
0	51	1	0.0	10569	16260	74.0	10604	16257
0	52	2	0.0	3580	19424	63.0	3535	19414
0	53	2	0.0	13571	18860	5.0	13371	18953
0	54	0	0.0	12537	4362	112.0	12475	4352
0	55	1	0.0	9935	12403	126.0	9989	12493
0	56	0	0.0	15028	23592	74.0	15057	23925
0	57	1	0.0	13988	26623	7.0	14007	26661
0	58	1	0.0	6921	15020	32.0	7013	14781
0	59	0	0.0	9880	18806	11.0	9955	18633
0	60	0	0.0	11623	4850	74.0	11455	4884
0	61	0	0.0	11381	18192	3.0	11433	18248
0	62	0	0.0	16939	23940	32.0	16904	24010
0	63	0	0.0	9105	19987	74.0	9103	19976
0	64	5	0.0	14418	28389	7.875000000000001	14391	28368
0	65	1	0.0	17090	21913	11.0	16993	22010
0	66	0	0.0	10218	15882	74.0	10318	16039
0	67	0	0.0	4791	19206	74.0	4791	19228
0	68	0	0.0	15691	20976	11.0	15785	20888
0	69	2	0.0	20869	11284	32.0	20124	11478
0	70	5	0.0	3083	20701	7.874999999999999	3354	20608
0	71	0	0.0	11664	18508	3.0	11664	18577
0	72	4	0.0	9592	23264	15.75	9878	22978
0	73	1	0.0	13634	15893	74.0	13594	15930
0	74	1	0.0	12929	20567	11.0	12982	20356
0	75	0	0.0	15589	12797	74.0	15466	12839
0	76	0	0.0	17877	22027	23.0	18044	22217
0	77	0	0.0	14426	27859	11.0	14501	28012
0	78	1	0.0	17603	11112	17.0	17579	11210
0	79	1	0.0	2525	16394	126.0	2509	16246
0	80	0	0.0	4100	25081	26.000000000000004	5122	25043
0	81	0	0.0	7026	17983	168.0	7062	17989
0	82	0	0.0	15278	22374	6.999999999999999	15229	22486
0	83	3	0.0	6760	15448	31.499999999999996	6732	15390
0	84	2	0.0	15926	21601	26.0	15765	21537
0	85	2	0.0	9046	19373	63.0	8987	19487
0	86	2	0.0	13484	11690	62.99999999999999	13184	11622
0	87	0	0.0	13580	30442	168.0	13795	30273
0	88	0	0.0	13550	24921	74.0	13469	25173
0	89	0	0.0	13402	28278	17.0	13544	28264
0	90	0	0.0	5485	16695	74.0	5432	16652
0	91	0	0.0	13113	6745	32.0	13062	6741
0	92	0	0.0	11645	19369	11.0	11684	19271
0	93	0	0.0	7855	20096	74.0	7857	20064
